|TCP   |Source Port |Destination Port |Sequence Number  |Acknowledge Number |Source IP        |Dest IP          |Urgent Flag | Retrans|
|885   |22          |58300            |1251372275       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|886   |22          |58300            |1251372387       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|887   |22          |58300            |1251372499       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|888   |22          |58300            |1251372611       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|889   |22          |58300            |1251372723       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|890   |22          |58300            |1251372835       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|891   |22          |58300            |1251372947       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|892   |22          |58300            |1251373059       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|893   |22          |58300            |1251373171       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|894   |22          |58300            |1251373283       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|895   |22          |58300            |1251373395       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|896   |22          |58300            |1251373507       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|897   |22          |58300            |1251373619       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|898   |22          |58300            |1251373731       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|899   |22          |58300            |1251373843       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|900   |22          |58300            |1251373955       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|901   |22          |58300            |1251374067       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|902   |22          |58300            |1251374179       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|903   |22          |58300            |1251374291       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|904   |22          |58300            |1251374403       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|905   |22          |58300            |1251374515       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|906   |22          |58300            |1251374627       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|907   |22          |58300            |1251374739       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|908   |22          |58300            |1251374851       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|909   |22          |58300            |1251374963       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|910   |22          |58300            |1251375075       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|911   |22          |58300            |1251375187       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|912   |22          |58300            |1251375299       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|913   |22          |58300            |1251375411       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|914   |22          |58300            |1251375523       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|915   |22          |58300            |1251375635       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|916   |22          |58300            |1251375747       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|917   |22          |58300            |1251375859       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|918   |22          |58300            |1251375971       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|919   |22          |58300            |1251376083       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|920   |22          |58300            |1251376307       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|921   |22          |58300            |1251376355       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|922   |22          |58300            |1251376467       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|923   |22          |58300            |1251376579       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|924   |22          |58300            |1251376691       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|925   |22          |58300            |1251376803       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|926   |22          |58300            |1251376915       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|927   |22          |58300            |1251377027       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|928   |22          |58300            |1251377139       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|929   |22          |58300            |1251377251       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|930   |22          |58300            |1251377363       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|931   |22          |58300            |1251377475       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|932   |22          |58300            |1251377587       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|933   |22          |58300            |1251377699       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|934   |22          |58300            |1251377811       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|935   |22          |58300            |1251377923       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|936   |22          |58300            |1251378035       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|937   |22          |58300            |1251378147       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|938   |22          |58300            |1251378259       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|939   |22          |58300            |1251378371       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|940   |22          |58300            |1251378483       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|941   |22          |58300            |1251378707       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|942   |22          |58300            |1251378755       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|943   |22          |58300            |1251378867       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|944   |22          |58300            |1251378979       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|945   |22          |58300            |1251379091       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|946   |22          |58300            |1251379315       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|947   |22          |58300            |1251379427       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|948   |22          |58300            |1251379651       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|949   |22          |58300            |1251379763       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|950   |22          |58300            |1251379875       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|951   |22          |58300            |1251379987       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|952   |22          |58300            |1251380099       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|953   |22          |58300            |1251380211       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|954   |22          |58300            |1251380323       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|955   |22          |58300            |1251380435       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|956   |22          |58300            |1251380547       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|957   |22          |58300            |1251380659       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|958   |22          |58300            |1251380771       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|959   |22          |58300            |1251380883       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|960   |22          |58300            |1251380995       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|961   |22          |58300            |1251381107       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|962   |22          |58300            |1251381219       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|963   |22          |58300            |1251381331       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|964   |22          |58300            |1251381443       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|965   |22          |58300            |1251381555       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|966   |22          |58300            |1251381667       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|967   |22          |58300            |1251381779       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|968   |22          |58300            |1251381891       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|969   |22          |58300            |1251382003       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|970   |22          |58300            |1251382115       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|971   |22          |58300            |1251382227       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|972   |22          |58300            |1251382339       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|973   |22          |58300            |1251382451       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|974   |22          |58300            |1251382563       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|975   |22          |58300            |1251382675       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|976   |22          |58300            |1251382787       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|977   |22          |58300            |1251382899       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|978   |22          |58300            |1251383011       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|979   |22          |58300            |1251383123       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|980   |22          |58300            |1251383235       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|981   |22          |58300            |1251383347       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|982   |22          |58300            |1251383459       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|983   |22          |58300            |1251383571       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|984   |22          |58300            |1251383683       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|985   |22          |58300            |1251383795       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|986   |22          |58300            |1251383907       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|987   |22          |58300            |1251384019       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|988   |22          |58300            |1251384131       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|989   |22          |58300            |1251384243       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|990   |22          |58300            |1251384355       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|991   |22          |58300            |1251384467       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|992   |22          |58300            |1251384579       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|993   |22          |58300            |1251384691       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|994   |22          |58300            |1251384803       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|995   |22          |58300            |1251384915       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|996   |22          |58300            |1251385027       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|997   |22          |58300            |1251385139       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|998   |22          |58300            |1251385251       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|999   |22          |58300            |1251385363       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|1000  |22          |58300            |1251385475       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
|1001  |22          |58300            |1251385587       |603062048          |146.141.28.253   |146.141.28.130   |0           |60       |
